Matrix rc_dimension lower_bandwidth upper_bandwidth max_bandwidth average_bandwidth max_column_length min_column_length max_row_length min_row_length zero_column_number zero_row_number diag_domi_column_percentage diag_domi_row_percentage Frobenius_norm sym_part_Frobenius_norm nonsym_part_Frobenius_norm matching_elements_number relative_sym_match average_dist_of_a standard_deviation nonzero_number_in_skyline nonzero_number_of_lower_part nonzero_number_of_upper_part nonzero_number_of_maindiag
nnc1374 60.0 42.0 42.0 43.0 15.166666666666666 10.0 1.0 36.0 -41.0 0.0 12.0 0.11666666666666667 0.11666666666666667 1470.691771715098 1343.038540353485 599.3177508765064 197.0 0.8640350699424744 11.223684210526315 11.753236229447163 1178.0 112.0 81.0 35.0
nnc261 60.0 47.0 47.0 56.0 17.616666666666667 14.0 1.0 39.0 -46.0 0.0 11.0 0.13333333333333333 0.13333333333333333 1573.9374351789647 1437.3712213053516 641.2823262970053 216.0 0.8537549376487732 10.17786561264822 10.025460877192717 1084.0 120.0 95.0 38.0
nnc666 60.0 49.0 49.0 50.0 17.033333333333335 14.0 1.0 41.0 -48.0 0.0 10.0 0.13333333333333333 0.13333333333333333 1562.3639300284678 1426.8465326842618 636.4668271174066 210.0 0.8571428656578064 9.69795918367347 10.009311782819106 1028.0 117.0 90.0 38.0
nopoly 60.0 11.0 0.0 12.0 2.7333333333333334 4.0 1.0 10.0 -10.0 0.0 9.0 1.0 1.0 95.4148835350125 95.16301802696255 6.928203230275509 60.0 0.6896551847457886 2.1264367816091956 3.9327817586214944 164.0 0.0 27.0 60.0
nos1 60.0 4.0 0.0 5.0 4.166666666666667 3.0 1.0 3.0 -3.0 0.0 22.0 0.6833333333333333 0.6833333333333333 6.117855048429964E9 5.814978886702857E9 1.9010972991406832E9 60.0 0.3870967626571655 1.8387096774193548 1.5428665025675616 250.0 0.0 95.0 60.0
nos2 60.0 4.0 0.0 5.0 4.166666666666667 3.0 1.0 3.0 -3.0 0.0 22.0 0.6833333333333333 0.6833333333333333 3.9126332928693634E11 3.7200945154988306E11 1.2122689801464362E11 60.0 0.3870967626571655 1.8387096774193548 1.5428665025675616 250.0 0.0 95.0 60.0
nos3 60.0 43.0 0.0 44.0 16.65 10.0 1.0 37.0 -42.0 0.0 6.0 1.0 0.9833333333333333 1782.1272442403788 1725.2833047610113 446.51431441414087 60.0 0.19354838132858276 15.716129032258065 18.773266798986572 999.0 0.0 250.0 60.0
nos4 60.0 13.0 0.0 14.0 8.166666666666666 6.0 1.0 10.0 -12.0 0.0 15.0 1.0 0.9166666666666666 3.0661621356590656 2.948503050767426 0.8412371852007869 60.0 0.2985074520111084 5.522388059701493 4.906158812877021 490.0 0.0 141.0 60.0
nos6 60.0 30.0 0.0 31.0 16.483333333333334 3.0 1.0 29.0 -29.0 0.0 20.0 1.0 1.0 7.779829869605115 7.779829841326862 6.633249614113282E-4 60.0 0.4054054021835327 6.472972972972973 11.871181289807923 989.0 0.0 88.0 60.0
nos7 60.0 9.0 0.0 10.0 8.783333333333333 3.0 1.0 9.0 -8.0 0.0 20.0 1.0 1.0 632.771824910054 632.7718208011479 0.07211102540563595 60.0 0.3658536672592163 3.1219512195121952 3.970593873079634 527.0 0.0 104.0 60.0
odepa400 60.0 1.0 1.0 3.0 2.966666666666667 3.0 2.0 1.0 -1.0 0.0 20.0 1.0 1.0 18.920887928424502 18.920887928424502 0.0 178.0 1.0 0.6629213483146067 0.47271199928005886 178.0 59.0 59.0 60.0
odepb400 60.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 -59.0 0.0 1.0 1.0 1.0 1.1098693616818151E-13 1.1098693616818151E-13 0.0 60.0 1.0 0.0 0.0 60.0 0.0 0.0 60.0
olm100 60.0 2.0 3.0 6.0 3.933333333333333 6.0 2.0 2.0 -4.0 0.0 15.0 0.5 0.03333333333333333 3181.6576632806155 2260.325730883145 2239.167942924298 178.0 0.7542372941970825 1.2372881355932204 0.9670676110983706 294.0 88.0 88.0 60.0
olm1000 60.0 2.0 3.0 6.0 3.933333333333333 6.0 2.0 2.0 -4.0 0.0 15.0 0.5 0.03333333333333333 307248.1918603406 218574.81454335141 215931.70644624738 178.0 0.7542372941970825 1.2372881355932204 0.9670676110983706 294.0 88.0 88.0 60.0
olm2000 60.0 2.0 3.0 6.0 3.933333333333333 6.0 2.0 2.0 -4.0 0.0 15.0 0.5 0.03333333333333333 1226547.8914892136 872569.5314610504 861998.9227849861 178.0 0.7542372941970825 1.2372881355932204 0.9670676110983706 294.0 88.0 88.0 60.0
olm500 60.0 2.0 3.0 6.0 3.933333333333333 6.0 2.0 2.0 -4.0 0.0 15.0 0.5 0.03333333333333333 77117.24470522726 54858.431440421606 54199.83330991408 178.0 0.7542372941970825 1.2372881355932204 0.9670676110983706 294.0 88.0 88.0 60.0
olm5000 60.0 2.0 3.0 6.0 3.933333333333333 6.0 2.0 2.0 -4.0 0.0 15.0 0.5 0.03333333333333333 7656749.403963905 5447049.238937288 5381028.342584191 178.0 0.7542372941970825 1.2372881355932204 0.9670676110983706 294.0 88.0 88.0 60.0
onetone1 60.0 32.0 32.0 33.0 10.35 7.0 0.0 30.0 -31.0 11.0 18.0 0.9333333333333333 0.9333333333333333 3168.576023658281 3168.5760236582814 0.0 101.0 1.0 8.138613861386139 9.77775785002213 734.0 26.0 26.0 49.0
onetone2 60.0 32.0 32.0 33.0 10.35 7.0 0.0 30.0 -31.0 11.0 18.0 0.9333333333333333 0.9333333333333333 3168.576023658281 3168.5760236582814 0.0 101.0 1.0 8.138613861386139 9.77775785002213 734.0 26.0 26.0 49.0
orani678 60.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 -59.0 0.0 1.0 1.0 1.0 7.745966692414834 7.745966692414834 0.0 60.0 1.0 0.0 0.0 60.0 0.0 0.0 60.0
orsirr_1 60.0 8.0 8.0 17.0 15.083333333333334 5.0 3.0 8.0 -15.0 0.0 14.0 1.0 1.0 131407.59993856 131407.49149298458 168.82278818783251 268.0 1.0 3.4925373134328357 3.609163852098477 906.0 104.0 104.0 60.0
orsirr_2 60.0 8.0 8.0 17.0 15.083333333333334 5.0 3.0 8.0 -15.0 0.0 14.0 1.0 1.0 131407.59993856 131407.49149298458 168.82278818783251 268.0 1.0 3.4925373134328357 3.609163852098477 906.0 104.0 104.0 60.0
orsreg_1 60.0 21.0 21.0 43.0 28.95 5.0 3.0 20.0 -21.0 0.0 15.0 1.0 1.0 129633.2532857763 129633.24213179162 53.77596613250131 252.0 1.0 6.9523809523809526 9.413648604305964 1738.0 96.0 96.0 60.0
pcrystk02 60.0 59.0 0.0 60.0 7.55 9.0 1.0 52.0 -58.0 0.0 8.0 0.03333333333333333 0.06666666666666667 17.320508075688775 13.416407864998739 10.954451150103324 60.0 0.20000000298023224 5.216666666666667 12.798296327593329 453.0 0.0 240.0 60.0
pcrystk03 60.0 5.0 0.0 6.0 4.85 6.0 1.0 1.0 -4.0 0.0 12.0 0.03333333333333333 0.03333333333333333 17.05872210923198 13.24764129949177 10.747092630102337 60.0 0.20618556439876556 2.0378006872852232 1.527057445341889 291.0 0.0 231.0 60.0
pct20stif 60.0 11.0 0.0 12.0 8.9 12.0 1.0 1.0 -10.0 0.0 6.0 0.03333333333333333 0.03333333333333333 23.108440016582687 17.23368793961409 15.394804318340654 60.0 0.11235955357551575 4.295880149812734 2.982235461057106 534.0 0.0 474.0 60.0
pde225 60.0 15.0 15.0 31.0 23.966666666666665 5.0 3.0 15.0 -29.0 0.0 15.0 0.5666666666666667 0.7833333333333333 35.49652019346017 34.244325723866986 9.34500409643723 262.0 1.0 5.580152671755725 6.824914168823369 1438.0 101.0 101.0 60.0
pde2961 60.0 47.0 47.0 49.0 22.883333333333333 4.0 2.0 46.0 -47.0 0.0 16.0 1.0 1.0 25.54459791408932 25.50976480742148 1.3335599208649123 202.0 1.0 6.623762376237623 15.525036620959984 1374.0 71.0 71.0 60.0
pde900 60.0 30.0 30.0 32.0 31.966666666666665 4.0 3.0 29.0 -30.0 0.0 15.0 1.0 1.0 33.95320514470333 33.686355145192415 4.2484840390752305 236.0 1.0 8.11864406779661 12.782515528885284 1918.0 88.0 88.0 60.0
pesa 60.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 -59.0 0.0 1.0 1.0 1.0 95.20504188329524 95.20504188329524 0.0 60.0 1.0 0.0 0.0 60.0 0.0 0.0 60.0
plat1919 60.0 15.0 0.0 16.0 7.916666666666667 3.0 1.0 7.0 -7.0 0.0 21.0 1.0 1.0 8.409644318815417 8.184186948364001 1.9342185924069593 60.0 0.3870967626571655 2.92258064516129 4.609297033900307 475.0 0.0 95.0 60.0
plat362 60.0 11.0 0.0 12.0 8.633333333333333 3.0 1.0 9.0 -9.0 0.0 21.0 1.0 0.9333333333333333 1.9679973711073107 1.914457546654874 0.4559231895193364 60.0 0.3726707994937897 3.130434782608696 4.219343852293071 518.0 0.0 101.0 60.0
poli 60.0 6.0 17.0 18.0 1.7666666666666666 3.0 1.0 17.0 -16.0 0.0 5.0 1.0 1.0 7.799150979100225 7.7780766901207645 0.572956366052426 66.0 0.8918918967247009 0.6351351351351351 2.215268419611419 105.0 5.0 9.0 60.0
poli_large 60.0 0.0 43.0 44.0 2.7 35.0 1.0 27.0 -27.0 0.0 30.0 0.9333333333333333 1.0 10.235923975880244 9.07673233162684 4.731497629715142 60.0 0.4958677589893341 6.6115702479338845 10.211298151117477 858.0 61.0 0.0 60.0
pores_1 30.0 11.0 10.0 21.0 15.466666666666667 8.0 4.0 7.0 -11.0 0.0 4.0 0.1 0.5 3.749768919150778E7 3.37287810457197E7 1.6384322502710296E7 124.0 0.6888889074325562 3.933333333333333 4.095526014242047 384.0 59.0 91.0 30.0
pores_2 60.0 33.0 32.0 35.0 32.766666666666666 7.0 3.0 29.0 -33.0 0.0 8.0 0.4 0.5 4.245043693889382E7 3.44083422693839E7 2.4861729195209477E7 240.0 0.75 7.9375 12.710570158336722 1548.0 110.0 150.0 60.0
pores_3 60.0 2.0 2.0 5.0 3.45 4.0 2.0 2.0 -2.0 0.0 20.0 0.5 1.0 17827.042011440513 15843.290379102917 8172.733743435543 178.0 1.0 0.9887640449438202 0.8141222891117654 236.0 59.0 59.0 60.0
pre2 60.0 58.0 56.0 59.0 18.3 14.0 0.0 41.0 -58.0 21.0 22.0 0.9833333333333333 0.9166666666666666 1441.1773270457327 1440.5237159724124 43.39944367978099 81.0 0.8350515365600586 10.948453608247423 15.788793581629717 1206.0 35.0 23.0 39.0
psmigr_1 60.0 59.0 58.0 60.0 57.25 59.0 13.0 7.0 -59.0 0.0 2.0 1.0 1.0 211350.7447467361 211334.8434333534 2592.53852430393 1202.0 0.7058132886886597 19.3206106870229 14.29869571319645 3383.0 852.0 791.0 60.0
psmigr_2 60.0 59.0 58.0 60.0 57.2 58.0 12.0 7.0 -59.0 0.0 2.0 0.0 0.0 1.7533133347837677 1.6182740829325737 0.6747567283394206 1142.0 0.6950699687004089 20.026171637248936 14.063759572201395 3378.0 852.0 791.0 0.0
psmigr_3 60.0 59.0 58.0 60.0 57.25 59.0 13.0 7.0 -59.0 0.0 2.0 1.0 1.0 5.495917499769619 5.494322805419064 0.13238607980423997 1202.0 0.7058132886886597 19.3206106870229 14.29869571319645 3383.0 852.0 791.0 60.0
pwtk 60.0 11.0 0.0 12.0 8.9 12.0 1.0 1.0 -10.0 0.0 6.0 0.65 0.7 4849953.118238863 4747553.362308121 991353.7820332946 60.0 0.11235955357551575 4.295880149812734 2.982235461057106 534.0 0.0 474.0 60.0
qc2534 60.0 59.0 0.0 60.0 30.5 60.0 1.0 1.0 -58.0 0.0 1.0 1.0 1.0 6.714032867368398 6.695440384239264 0.4993149358882472 60.0 0.032786883413791656 19.666666666666668 14.255603186895378 1830.0 0.0 1770.0 60.0
qc324 60.0 59.0 0.0 60.0 30.5 60.0 1.0 1.0 -58.0 0.0 1.0 0.08333333333333333 0.26666666666666666 0.9408388628434265 0.8688734247233556 0.3608832742674815 60.0 0.032786883413791656 19.666666666666668 14.255603186895378 1830.0 0.0 1770.0 60.0
qh882 60.0 1.0 1.0 2.0 2.0 2.0 2.0 1.0 -1.0 0.0 15.0 0.0 0.0 2921.970479348823 103.07218919766864 2920.151983373467 120.0 1.0 0.5 0.5 120.0 30.0 30.0 60.0
rbsa480 60.0 51.0 57.0 58.0 35.81666666666667 36.0 2.0 14.0 -40.0 0.0 4.0 0.0 0.0 1532.2499796051557 1094.5896491379772 1072.2236240635625 166.0 0.2430453896522522 19.932650073206442 13.308750624935877 3087.0 340.0 327.0 16.0
rbsb480 60.0 51.0 57.0 58.0 36.583333333333336 36.0 2.0 12.0 -40.0 0.0 4.0 0.0 0.0 1578.5588364074365 1138.0087873122948 1093.9762337455052 169.0 0.24457308650016785 19.994211287988424 13.41424911691658 3134.0 342.0 332.0 17.0
rdb2048 60.0 2.0 2.0 5.0 4.9 4.0 3.0 2.0 -3.0 0.0 15.0 1.0 0.5333333333333333 239.1620827806949 236.3450112441554 36.59969262166006 236.0 1.0 1.2372881355932204 0.8303355060281968 294.0 88.0 88.0 60.0
rdb5000 60.0 2.0 2.0 5.0 4.9 4.0 3.0 2.0 -3.0 0.0 15.0 1.0 1.0 549.9850989254162 548.7659533352997 36.59969262166006 236.0 1.0 1.2372881355932204 0.8303355060281968 294.0 88.0 88.0 60.0
rdb968 60.0 44.0 44.0 47.0 27.25 5.0 3.0 42.0 -45.0 0.0 12.0 0.5 0.5 128.86334063650534 123.55655814241526 36.59969262166006 264.0 1.0 6.409090909090909 13.982648633571456 1638.0 102.0 102.0 60.0
rgg010 10.0 9.0 9.0 10.0 10.0 10.0 4.0 1.0 -8.0 0.0 1.0 0.0 0.0 8.717797887081348 8.0 3.4641016151377557 52.0 0.6842105388641357 3.1578947368421053 2.4604911340012214 76.0 21.0 45.0 10.0
rim 60.0 51.0 57.0 60.0 38.71666666666667 60.0 1.0 19.0 -51.0 0.0 3.0 0.11666666666666667 0.016666666666666666 69975.10122406845 56150.20579049038 41757.26500866887 937.0 0.6049063801765442 14.618463524854745 13.081349285302064 2880.0 885.0 609.0 55.0
rlfprim 60.0 59.0 -1.0 0.0 0.0 0.0 0.0 1.34217424E8 -1.34217363E8 60.0 59.0 1.0 1.0 0.0 0.0 0.0 0.0 NaN NaN NaN 3600.0 0.0 0.0 0.0
rma10 60.0 7.0 7.0 13.0 10.25 13.0 5.0 2.0 -11.0 0.0 7.0 0.0 0.0 2.3788549668543178E8 1.6550054776960576E8 1.70877377733962E8 592.0 1.0 2.810810810810811 1.8208675959677278 626.0 272.0 272.0 48.0
rw136 60.0 15.0 16.0 31.0 22.55 4.0 1.0 15.0 -30.0 0.0 19.0 0.0 0.0 4.680218418570036 3.8147375037571214 2.711498151013773 102.0 0.5151515007019043 7.0 6.704438451465935 1344.0 99.0 99.0 0.0
rw496 60.0 30.0 31.0 33.0 31.433333333333334 3.0 1.0 29.0 -30.0 0.0 20.0 0.0 0.016666666666666666 4.784088209861941 3.942556277332643 2.709935423548873 114.0 0.6551724076271057 10.839080459770114 13.905571167674962 1916.0 87.0 87.0 0.0
rw5151 60.0 1.0 1.0 3.0 2.933333333333333 2.0 1.0 2.0 -1.0 0.0 30.0 0.0 0.0 3.8580079056424967 3.5874939024338426 1.4191943136864662 118.0 1.0 1.0 0.0 176.0 59.0 59.0 0.0
saylr1 60.0 14.0 14.0 29.0 22.883333333333333 5.0 3.0 14.0 -27.0 0.0 15.0 0.7666666666666667 0.7666666666666667 4.5598922303471893E8 4.5598922295193195E8 8689.078002047198 262.0 1.0 5.33587786259542 6.385349030759751 1374.0 101.0 101.0 60.0
saylr3 60.0 10.0 0.0 11.0 9.483333333333333 3.0 1.0 10.0 -9.0 0.0 20.0 1.0 1.0 10.373826173521056 9.801591938709587 3.3978029585974756 60.0 0.3658536672592163 3.3780487804878048 4.405208236550975 569.0 0.0 104.0 60.0
saylr4 60.0 33.0 0.0 34.0 16.35 3.0 1.0 33.0 -32.0 0.0 20.0 1.0 1.0 51532.78386313053 48719.73624683906 16793.30559248429 60.0 0.43478259444236755 6.826086956521739 12.91662957085553 981.0 0.0 78.0 60.0
sherman1 60.0 10.0 0.0 11.0 9.483333333333333 3.0 1.0 10.0 -9.0 0.0 20.0 1.0 1.0 10.373826173521056 9.801591938709587 3.3978029585974756 60.0 0.3658536672592163 3.3780487804878048 4.405208236550975 569.0 0.0 104.0 60.0
sherman2 60.0 41.0 41.0 48.0 33.28333333333333 24.0 1.0 30.0 -41.0 0.0 5.0 0.65 0.05 1.2708263520215899E8 8.986103075482841E7 8.986095549016155E7 524.0 0.6814044117927551 11.214564369310793 13.633871081794247 2035.0 433.0 276.0 60.0
sherman3 60.0 1.0 1.0 3.0 1.0666666666666667 3.0 1.0 1.0 -1.0 0.0 2.0 1.0 1.0 27606.726996241014 27606.726996241014 9.999999997489795E-5 64.0 1.0 0.0625 0.24206145913796356 64.0 2.0 2.0 60.0
sherman4 60.0 16.0 16.0 18.0 3.966666666666667 4.0 1.0 16.0 -16.0 0.0 6.0 1.0 1.0 78.02397353963077 78.02397353764624 5.564925740743696E-4 96.0 1.0 1.9375 4.8149344491903525 238.0 18.0 18.0 60.0
sherman5 60.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 -59.0 0.0 1.0 1.0 1.0 7.745966692414834 7.745966692414834 0.0 60.0 1.0 0.0 0.0 60.0 0.0 0.0 60.0
sstmodel 60.0 25.0 0.0 26.0 1.8 2.0 1.0 25.0 -24.0 0.0 3.0 1.0 1.0 7.937253933193772 7.842193570679061 1.2247448713915905 60.0 0.9523809552192688 0.7619047619047619 3.731948236742218 108.0 0.0 3.0 60.0
steam1 60.0 2.0 2.0 3.0 3.0 3.0 2.0 1.0 -2.0 0.0 14.0 0.6666666666666666 0.6666666666666666 3.552348274643301E7 3.5523468133629024E7 32221.03611204813 176.0 0.9887640476226807 0.8876404494382022 0.7410621324872432 178.0 58.0 60.0 60.0
steam2 60.0 3.0 3.0 4.0 3.25 4.0 1.0 2.0 -3.0 0.0 16.0 0.75 0.5 1.6766975079771265E10 1.6766957988881588E10 2.3940024029094007E7 150.0 0.9090909361839294 1.1818181818181819 1.1134044285378075 180.0 45.0 60.0 60.0
steam3 60.0 40.0 43.0 44.0 17.533333333333335 6.0 1.0 37.0 -39.0 0.0 15.0 0.75 0.5 5.940153250922295E9 5.940145446850312E9 9628847.60573934 160.0 0.761904776096344 11.714285714285714 16.71367520252532 950.0 60.0 90.0 60.0
thermal 60.0 9.0 9.0 19.0 16.683333333333334 9.0 4.0 7.0 -17.0 0.0 10.0 1.0 1.0 4.566366442019725 4.566320449380507 0.02049478892980696 450.0 1.0 5.311111111111111 3.6099998290072133 996.0 195.0 195.0 60.0
tub100 60.0 2.0 2.0 5.0 4.9 4.0 3.0 2.0 -3.0 0.0 15.0 0.06666666666666667 0.5166666666666667 9159.961506316102 9144.808687951248 526.6581984211775 236.0 1.0 1.2372881355932204 0.8303355060281968 294.0 88.0 88.0 60.0
tub1000 60.0 2.0 2.0 5.0 4.9 4.0 3.0 2.0 -3.0 0.0 15.0 0.06666666666666667 0.5166666666666667 947754.0932489688 946454.2124962605 49621.01287012807 236.0 1.0 1.2372881355932204 0.8303355060281968 294.0 88.0 88.0 60.0
twotone 60.0 48.0 48.0 49.0 13.85 10.0 0.0 36.0 -50.0 11.0 17.0 0.9 0.9 2450.8872434465857 2450.8872434465857 0.0 81.0 0.8265306353569031 11.255102040816327 16.949692203869496 966.0 22.0 27.0 49.0
vibrobox 60.0 55.0 0.0 56.0 12.7 8.0 1.0 35.0 -54.0 0.0 6.0 0.85 0.8166666666666667 3.5904249293340744E10 3.581251348888177E10 2.5649551510737734E9 60.0 0.2222222238779068 8.962962962962964 12.688231588778638 762.0 0.0 210.0 60.0
watt_1 60.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 -59.0 0.0 1.0 1.0 1.0 7.745966692414834 7.745966692414834 0.0 60.0 1.0 0.0 0.0 60.0 0.0 0.0 60.0
well1033 60.0 35.0 0.0 1.0 1.0 1.0 1.0 23.0 -59.0 0.0 9.0 0.016666666666666666 0.36666666666666664 3.7511756087362182 2.6558456970699633 2.6491134518801753 1.0 0.01666666753590107 12.733333333333333 7.304945052649075 1457.0 0.0 59.0 1.0
well1850 60.0 45.0 0.0 1.0 1.0 1.0 1.0 23.0 -59.0 0.0 14.0 0.03333333333333333 0.75 3.166878728231882 2.2755267473975844 2.202521033090434 2.0 0.03333333507180214 22.583333333333332 13.368235568773548 2790.0 0.0 58.0 2.0
will57 57.0 44.0 44.0 48.0 13.526315789473685 11.0 2.0 34.0 -44.0 0.0 9.0 0.07017543859649122 0.07017543859649122 16.76305461424021 16.30950643030009 3.8729833462074206 251.0 0.8932384252548218 5.387900355871886 9.10178091783097 695.0 102.0 122.0 57.0
wm1 60.0 54.0 55.0 60.0 44.95 38.0 1.0 7.0 -53.0 0.0 3.0 0.6666666666666666 0.3333333333333333 19.55364871147199 14.84712212357117 12.724313049411087 724.0 0.5755167007446289 14.602543720190779 11.64885250119816 2424.0 559.0 639.0 60.0
wm2 60.0 54.0 55.0 60.0 45.35 42.0 1.0 14.0 -53.0 0.0 3.0 0.6166666666666667 0.3 32.32717763581158 23.453172222336676 22.248485939648386 801.0 0.5902726650238037 15.140014738393516 11.701123188020969 2448.0 561.0 741.0 55.0
wm3 60.0 54.0 55.0 60.0 44.666666666666664 40.0 1.0 14.0 -53.0 0.0 3.0 0.5666666666666667 0.31666666666666665 29.837424612430013 21.7017163201001 20.476997247261263 801.0 0.6180555820465088 14.930555555555555 11.661300022290689 2389.0 560.0 683.0 53.0
young1c 60.0 29.0 29.0 59.0 31.883333333333333 5.0 3.0 28.0 -29.0 0.0 15.0 0.9833333333333333 0.9833333333333333 1893.2464963654372 1893.2464963654372 0.0 236.0 1.0 8.101694915254237 12.481436949073727 1914.0 88.0 88.0 60.0
young2c 60.0 29.0 29.0 59.0 31.883333333333333 5.0 3.0 28.0 -29.0 0.0 15.0 0.9833333333333333 0.9833333333333333 1893.2464963654372 1893.2464963654372 0.0 236.0 1.0 8.101694915254237 12.481436949073727 1914.0 88.0 88.0 60.0
young3c 60.0 29.0 29.0 59.0 31.883333333333333 5.0 3.0 28.0 -29.0 0.0 15.0 0.9833333333333333 0.9833333333333333 1893.2464963654372 1893.2464963654372 0.0 236.0 1.0 8.101694915254237 12.481436949073727 1914.0 88.0 88.0 60.0
young4c 60.0 29.0 29.0 59.0 31.883333333333333 5.0 3.0 28.0 -29.0 0.0 15.0 0.9833333333333333 0.9833333333333333 1893.2464963654372 1893.2464963654372 0.0 236.0 1.0 8.101694915254237 12.481436949073727 1914.0 88.0 88.0 60.0
zenios 60.0 59.0 75.0 75.0 25.433333333333334 9.0 0.0 23.0 -33.0 40.0 11.0 0.6666666666666666 0.6666666666666666 2.5095040217806655 1.774487311216022 1.774487311216022 0.0 0.0 16.486842105263158 9.627938267918978 1422.0 0.0 76.0 0.0
